abbreviatedAddress,address/city,address/zipcode,bathrooms,bedrooms,daysOnZillow,lastSoldPrice,latitude,livingArea (sqft),longitude,lotSize,price,yearBuilt,zestimate
15435 SE Baden Powell Rd LOT 53,Happy Valley,97086,3,5,255,523065,45.44337845,2008,-122.5045166,4791,523065,2020,608700
6975 Monticello Ct,Gladstone,97027,3,4,167,560000,45.39521027,2152,-122.5917358,8276,560000,1988,621100
7540 Charolais Ct,Gladstone,97027,2,3,166,442000,45.39634323,1552,-122.58358,7405,442000,1975,489900
5575 SE Glen Echo Ave,Gladstone,97027,2,3,165,450000,45.38695145,1462,-122.6055603,6969,450000,2002,498400
250 E Gloucester St,Gladstone,97027,3,4,160,545000,45.3832283,2624,-122.5933838,4791,545000,2016,601600
14925 SE Pebble Beach Dr,Happy Valley,97086,3,4,252,642000,45.45584488,3278,-122.5101013,7511,642000,2006,746000
9263 SE Denali Dr,Happy Valley,97086,3,5,251,590000,45.45608139,2792,-122.5115356,7405,590000,2001,685100
16892 SE Huckleberry St,Happy Valley,97086,3,4,249,533950,45.44964981,2593,-122.4900284,3920,533950,2020,634400
1525 Windsor Dr,Gladstone,97027,2,5,157,475000,45.38567734,2478,-122.6050797,8276,475000,1954,523300
655 Collins Crst,Gladstone,97027,1.5,3,158,410000,45.39154816,1416,-122.5921097,9165,410000,1974,452000
19145 Kelsey Ct,Gladstone,97027,2,3,150,475000,45.38747787,1857,-122.5872421,7405,475000,1996,520900
16389 Hunter Ave,Oregon City,97045,2,4,297,486389,45.36907959,2061,-122.5758209,11325,486389,2011,576800
16105 Trail Dr,Oregon City,97045,3,4,298,539000,45.37287521,2763,-122.5582047,10018,539000,1998,639500
16578 S Edenwild Ln,Oregon City,97045,5,5,299,1030000,45.36571121,5681,-122.5542297,138085,1030000,2005,1222600
15058 Journey Dr,Oregon City,97045,3,5,299,480000,45.36721802,2626,-122.5590897,10890,480000,2003,622000
14952 Smithfield Dr,Oregon City,97045,3,4,304,480000,45.36990356,2246,-122.5616913,6969,480000,2002,570900
709 10th St,Oregon City,97045,2,3,304,375000,45.35810852,1926,-122.6012878,3484,375000,1910,446000
16176 Harley Ave,Oregon City,97045,2,3,305,402500,45.37189484,1232,-122.5804825,7840,402500,1995,478900
14106 Rock St,Oregon City,97045,2,3,307,390000,45.36808014,1488,-122.5771866,4791,390000,2005,464400
808 Madison St,Oregon City,97045,2,5,308,430000,45.35601425,1910,-122.6011505,6534,430000,1910,512300
13791 John Jeffrey Ct,Oregon City,97045,3,3,311,507000,45.37252426,1923,-122.5827942,,507000,2020,542900
14178 S Livesay Rd,Oregon City,97045,2,3,314,420000,45.3634758,1283,-122.5754013,16552,420000,1959,507700
16195 Front Ave,Oregon City,97045,3,4,318,500000,45.37179184,2778,-122.5792542,8276,500000,1925,598100
15265 Holcomb Blvd LOT 96,Oregon City,97045,2,3,318,541010,45.36907959,2152,-122.5530777,,541010,2020,647200
1707 Harrison St,Oregon City,97045,1,2,318,336865,45.36059189,972,-122.5908051,6534,336865,1972,403000
1831 Davis Rd,Oregon City,97045,3,4,320,619000,45.35810852,3708,-122.5844574,100623,619000,1910,741100
15261 Holcomb Blvd LOT 97,Oregon City,97045,2,3,321,499960,45.36909866,1900,-122.5531693,,499960,2020,666900
15261 Holcomb Blvd,Oregon City,97045,2,3,321,499960,45.36963654,1936,-122.5543289,,499960,2019,598800
16053 Trail Dr,Oregon City,97045,3,3,325,630000,45.37322235,3369,-122.5582199,10018,630000,1998,755800
15915 Hunter Ave,Oregon City,97045,2,3,326,503500,45.37609863,1531,-122.5758286,43124,503500,1986,604300
16375 Oak Valley Dr,Oregon City,97045,3,5,332,650000,45.36877823,2937,-122.5684662,10018,650000,2005,781800
7711 SE Southgate St,Milwaukie,97222,2,3,245,440000,45.4349556,1644,-122.5846481,10018,440000,1956,509500
14128 Rock St,Oregon City,97045,3,3,336,410500,45.36808395,1586,-122.5766068,4791,410500,2005,494500
16298 Frederick St,Oregon City,97045,3,3,336,355000,45.3704834,1326,-122.5783463,4791,355000,1998,427600
14377 Ames St,Oregon City,97045,1,3,340,425900,45.37664032,1092,-122.5715561,27878,425900,1965,513700
11066 SE 78th Ct,Milwaukie,97222,1,4,245,310000,45.44267654,1494,-122.5827332,13939,310000,1967,359000
16234 Tracey Lee Ct,Oregon City,97045,3,3,340,495000,45.37086487,2102,-122.5629425,6534,495000,2005,597100
15920 Apperson Blvd,Oregon City,97045,1,2,346,309000,45.37551498,1404,-122.5818253,10200,309000,,485700
8001 SE Lamphier St,Milwaukie,97222,2,4,300,408000,45.45337296,1435,-122.5810165,5227,408000,1983,484500
16349 Earhart Ave,Oregon City,97045,2.5,4,348,524960,45.37254715,2125,-122.5552139,,524960,2019,635000
9505 SE 78th Ave,Portland,97222,1,3,301,315000,45.45401764,975,-122.5837326,4791,315000,1980,374200
16610 S Memory Ln,Oregon City,97045,3,3,355,692367,45.36503601,3226,-122.5356293,30056,692367,2012,839700
10755 SE 77th Ave,Portland,97222,2,4,320,375000,45.44503021,2150,-122.5848694,7840,375000,1965,448900
16135 Hunter Ave,Oregon City,97045,3,5,360,565000,45.37266541,3340,-122.5757523,30800,565000,1973,686400
7846 SE Oris Ln,Milwaukie,97222,2.5,3,360,40000,45.44141769,1552,-122.5827179,2639,40000,2007,409000
16533 S Arrowhead Dr,Oregon City,97045,3,4,360,525000,45.37919235,2056,-122.526001,14810,525000,1978,637800
(Undisclosed Address),Milwaukie,97222,3,3,33,384000,,1551,,2613,384000,2007,391300
16261 Barlow Dr,Oregon City,97045,3,4,360,555000,45.37231445,2905,-122.5563278,10454,555000,1999,674200
14766 S Gerkman Rd,Oregon City,97045,2,2,360,700000,45.37722015,2385,-122.5569229,452152,700000,1930,850400
15626 S Wildflower Ln,Oregon City,97045,4,3,360,643000,45.36283875,4388,-122.544548,374180,643000,1993,781200
16284 Barlow Dr,Oregon City,97045,3,4,363,585000,45.37134552,2730,-122.5576935,10018,585000,2002,711400
14950 S Armel Dr,Oregon City,97045,3,4,363,570000,45.37334824,3130,-122.5594864,20037,570000,1972,693100
16304 Kitty Hawk Ave,Oregon City,97045,3.5,5,49,900000,45.37111282,3555,-122.5537262,,900000,2019,925800
14351 SE Donatello Loop,Happy Valley,97086,3,4,291,700000,45.45944595,3748,-122.516449,10890,700000,2004,828000
17275 Charolais Way,Gladstone,97027,2,3,248,425000,45.39782333,1534,-122.5844421,8712,425000,1975,492900
14050 SE Dunlin Dr,Happy Valley,97086,2.5,4,280,450000,45.45114899,2106,-122.5186081,7887,450000,1997,579300
11340 SE Trustworthy Pl,Happy Valley,97086,3,4,273,581550,45.44153214,2479,-122.5078278,,581550,2020,682500
1296 Harvard Ave,Gladstone,97027,2,,208,228000,45.38594818,1296,-122.5957413,10454,228000,1995,259000
11365 SE Eldred Ln,Happy Valley,97086,3,5,270,547550,45.44078064,2334,-122.5063019,4356,547550,2020,641800
1146 High St,Gladstone,97027,2,4,194,485000,45.38622284,2630,-122.5916138,8712,485000,1961,546700
145 W Gloucester St,Gladstone,97027,1,3,160,420000,45.38170624,1376,-122.5966721,4791,420000,1959,463700
11373 SE Courteous Ct,Happy Valley,97086,3,3,252,514900,45.44103622,2122,-122.5059891,3920,514900,2020,598300
17928 Webster Rd,Gladstone,97027,1,3,159,375000,45.39246368,1132,-122.5830078,7840,375000,1943,414000
14841 SE Baden Powell Rd LOT 18,Happy Valley,97086,3,4,250,507740,45.44117355,1670,-122.5114059,4791,507740,2020,589400
11377 SE Courteous Ct,Happy Valley,97086,3,4,250,531900,45.44094849,2306,-122.5058746,3484,531900,2020,617400
6915 Winfield Ct,Gladstone,97027,3,3,150,510000,45.39458466,2000,-122.5917358,8712,510000,1979,559300
16844 SE Huckleberry St,Happy Valley,97086,3,4,248,522950,45.449646,2593,-122.4906006,3920,522950,2020,637200
18753 Elder Rd,Oregon City,97045,3,4,297,489500,45.3344841,2002,-122.5696487,,489500,2012,580500
16270 S Thayer Rd,Oregon City,97045,3,3,298,742000,45.33050537,2091,-122.5331879,67082,742000,1987,880400
1023 S End Rd,Oregon City,97045,2,4,297,425000,45.33784866,2229,-122.6220551,18730,425000,1979,504000
14722 Sugarpine St,Oregon City,97045,3,4,299,450000,45.33462143,2028,-122.5647125,3049,450000,2013,534100
12625 Ross St,Oregon City,97045,3,3,297,429000,45.32504272,2080,-122.6081238,3484,429000,2007,508800
18062 S Waldow Rd,Oregon City,97045,1,2,299,439000,45.34531021,994,-122.5564651,87120,439000,1920,521100
18965 Rose Rd,Oregon City,97045,3,4,297,510000,45.33274841,2311,-122.6312103,5662,510000,2013,604800
1311 Division St,Oregon City,97045,1,3,301,357500,45.3551712,1256,-122.5888062,12196,357500,1920,425000
11220 Brandow St,Oregon City,97045,3,4,297,504000,45.33127213,2522,-122.6361313,8276,504000,2000,606600
605 Mount Hood St,Oregon City,97045,1,1,301,265000,45.34481812,832,-122.5943146,5227,265000,1946,314800
131 Randall St,Oregon City,97045,1,2,297,355000,45.33950043,1104,-122.6107178,8712,355000,1948,421000
19297 Reddaway Ave,Oregon City,97045,2,3,299,417000,45.32575607,1350,-122.6096115,4356,417000,2010,495000
17897 Peter Skene Way,Oregon City,97045,3,3,304,320980,45.34664917,2151,-122.5885086,6534,320980,1980,381800
332 Division St,Oregon City,97045,1,4,308,290000,45.35144806,2042,-122.5974197,12196,290000,1920,509500
19542 Silverfox Pkwy,Oregon City,97045,2,3,299,475000,45.32233429,1505,-122.6016541,6534,475000,2002,563800
11447 Brandow St,Oregon City,97045,3,4,299,631000,45.32885361,2621,-122.6315536,10454,631000,1999,749000
820 Barclay Hills Dr,Oregon City,97045,1,2,311,380000,45.34349823,1548,-122.5917358,11325,380000,1900,453300
17471 Harriet Ave,Oregon City,97045,3,4,319,467000,45.3530426,1914,-122.5835571,4791,467000,2015,558900
19336 Pease Rd,Oregon City,97045,3,4,301,427500,45.32659149,2110,-122.6110687,3484,427500,2013,507800
19347 Cokeron Dr,Oregon City,97045,2,3,319,407000,45.32751846,1389,-122.5860596,6098,407000,2000,487100
19323 Windmill Dr,Oregon City,97045,2,3,301,492900,45.32636642,1680,-122.6136246,8276,492900,2003,525300
418 Willamette St,Oregon City,97045,2,3,321,330000,45.35074997,1088,-122.5958862,5662,330000,1946,395200
12038 Leann Marie Ln,Oregon City,97045,2,4,301,458350,45.33053207,2217,-122.6226807,,458350,2000,544500
922 Van Buren St,Oregon City,97045,2,3,325,347700,45.35530853,1984,-122.5966492,6969,347700,1925,417100
963 Josephine St,Oregon City,97045,2,3,304,445000,45.33949661,1600,-122.6250992,10018,445000,1975,529300
14509 Walnut Grove Way,Oregon City,97045,3,4,325,510000,45.33349991,2897,-122.5691147,5227,510000,2006,611800
158 Linn Ave,Oregon City,97045,1,3,304,346500,45.34815979,1088,-122.6019363,21780,346500,1930,412100
19607 Central Point Rd,Oregon City,97045,3,5,304,500000,45.32263184,2798,-122.623909,6098,500000,2006,594700
326 Pearl St,Oregon City,97045,1,3,326,305000,45.34885788,1116,-122.5974808,2178,305000,1915,366000
13767 Swordfern Ct,Oregon City,97045,3,3,328,405000,45.35513306,1590,-122.5845032,10454,405000,2000,486400
12285 Blue Ridge Dr,Oregon City,97045,2,3,304,415000,45.3353653,1761,-122.6143112,10890,415000,1975,493600
595 Barclay Hills Dr,Oregon City,97045,1,1,332,300000,45.34381485,742,-122.5948334,6969,300000,1915,360800
18851 Shenandoah Dr,Oregon City,97045,2,3,304,420001,45.33375168,1466,-122.6137619,10018,420001,1974,499500
18022 Chickaree Dr,Oregon City,97045,3,4,332,439000,45.34649277,2232,-122.5848312,8276,439000,1996,528400
12430 Rogue River Way,Oregon City,97045,3,4,304,549900,45.32969284,2670,-122.6101303,6969,549900,2014,654100
16467 S Sea Horse Ln,Oregon City,97045,2,3,334,525000,45.34067535,2040,-122.5286484,43560,525000,2016,631900
18800 Nutmeg Ln,Oregon City,97045,3,3,336,420000,45.3339119,1600,-122.5656052,3049,420000,2012,505900
18782 Rip Tide St,Oregon City,97045,2.5,4,305,420000,45.33331299,1762,-122.6072006,3413,420000,2008,499800
851 Bear Creek Dr,Molalla,97038,3,5,336,401900,45.32471466,2592,-122.5951843,6534,401900,2020,483900
12488 Rogue River Way,Oregon City,97045,3,4,305,550000,45.3289566,2693,-122.6089783,6969,550000,2014,654400
18791 Nutmeg Ln,Oregon City,97045,3,4,339,435000,45.33407211,2240,-122.5661087,3484,435000,2008,524500
14717 Blue Blossom Way,Oregon City,97045,3,4,340,499000,45.33275986,2261,-122.5645981,3920,499000,2017,601900
12552 Anita Pl,Oregon City,97045,2,4,306,485000,45.32646942,2081,-122.6087494,7405,485000,2006,577300
17520 S Holly Ln,Oregon City,97045,3,5,340,665000,45.35283279,3120,-122.5691528,191228,665000,1974,802200
19421 Daybreak Ct,Oregon City,97045,3,3,307,479000,45.32719803,1768,-122.6172028,10018,479000,1994,570400
13161 Clairmont Way,Oregon City,97045,2,3,341,380000,45.32712555,1704,-122.5965424,9147,380000,1975,458500
18151 S Waldow Rd,Oregon City,97045,4,4,341,660000,45.34365845,3152,-122.5573349,211701,660000,1990,796400
334 Ainsworth St,Oregon City,97045,2,4,308,449000,45.3476944,2860,-122.606781,7840,449000,1969,534900
303 Linn Ave,Oregon City,97045,1,2,342,365000,45.35031509,1691,-122.6008682,10018,365000,1930,440600
466 S Center St,Oregon City,97045,3,5,308,560000,45.348526,2808,-122.6129303,64904,560000,1980,667200
14717 Sassafras Way,Oregon City,97045,3,4,347,432000,45.33338165,2088,-122.5647125,3049,432000,2009,522400
12452 Riverhead Pkwy,Oregon City,97045,3,4,308,483000,45.32777023,1950,-122.6108246,10018,483000,2000,575400
18167 S Holly Ln,Oregon City,97045,3,4,348,533500,45.34385681,2082,-122.5748444,31363,533500,2001,645400
1115 5th St,Oregon City,97045,1,2,311,315000,45.35259247,911,-122.6016083,3484,315000,1915,375700
13554 Jason Lee Dr,Oregon City,97045,3,4,348,410000,45.34435654,1991,-122.5888367,5662,410000,2005,496000
12872 Marysville Ln,Oregon City,97045,2,3,311,415000,45.33417892,1500,-122.6018143,8276,415000,1997,495000
441 Dewey St,Oregon City,97045,2,4,349,365000,45.3483963,1866,-122.5950241,3920,365000,1915,441700
605 3rd Ave,Oregon City,97045,2,3,311,321000,45.34631729,1842,-122.6231308,4356,321000,1910,382900
750 Division St,Oregon City,97045,1,3,350,359000,45.35191727,1725,-122.5888138,20473,359000,1940,434600
12624 Villard Pl,Oregon City,97045,3,3,311,434900,45.32518768,1941,-122.6083374,3484,434900,2008,518800
14625 Blue Blossom Way,Oregon City,97045,3,4,353,460000,45.33269119,2101,-122.5664978,3484,460000,2015,557500
1321 Division St,Oregon City,97045,1,2,356,235000,45.35535812,644,-122.5886993,8712,235000,1910,285100
1201 Linn Ave,Oregon City,97045,2,2,312,348000,45.3387146,988,-122.6046829,7405,348000,1900,415300
1111 7th St,Oregon City,97045,1,2,356,310000,45.35406113,1485,-122.6001511,3484,310000,1900,376100
12584 Sockeye Ter,Oregon City,97045,2,3,313,549000,45.32794571,2005,-122.6081467,8276,549000,2013,655900
19166 Clairmont Way,Oregon City,97045,2,3,357,389900,45.32885742,1608,-122.600853,6969,389900,1976,473000
12452 Powers Way,Oregon City,97045,2,3,318,498250,45.3362999,1896,-122.6118088,7840,498250,2011,596000
19184 Rose Rd,Oregon City,97045,2,3,320,499900,45.32878876,1983,-122.6270218,7840,499900,2004,598500
12679 Ross St,Oregon City,97045,3,3,329,435000,45.32418442,1864,-122.6092987,3920,435000,2007,522700
18907 S Deer Ln,Oregon City,97045,4,4,326,995000,45.33387375,4000,-122.6358795,88426,995000,2008,1194100
19407 Provisioner Ln,Oregon City,97045,3,4,355,475000,45.32414246,2169,-122.6022873,8712,475000,2001,576100
18529 Aladdin Way,Oregon City,97045,3,4,357,535000,45.33681488,2727,-122.6110077,7405,535000,2009,649300
18916 Leland Rd,Oregon City,97045,1,2,353,275000,45.33268356,1240,-122.6033478,18295,275000,1940,333300
18681 Boynton St,Oregon City,97045,2,3,339,445000,45.33595657,1492,-122.6191864,10018,445000,1974,536600
7595 Ridge Dr,Gladstone,97027,2,4,363,370000,45.39382553,1768,-122.5796585,8276,370000,1975,450100
9682 SE Parkwood Way,Happy Valley,97086,3,4,299,515000,45.4528656,2344,-122.5231628,6098,515000,2003,611300
1460 Columbia Ave,Gladstone,97027,3,3,215,442500,45.3897171,1811,-122.5916901,7840,442500,1976,504500
9970 SE Wood Fern St,Happy Valley,97086,3,3,269,489910,45.45071793,2566,-122.4893799,3920,489910,2020,619200
13980 SE Sunshadow St,Happy Valley,97086,4,4,265,925000,45.45545197,5070,-122.5200577,19166,925000,2006,1081700
14720 SE Poppy Hills Dr,Happy Valley,97086,3,5,258,847000,45.45192337,5223,-122.5118561,11761,847000,2005,987100
10861 SE Valley Way,Happy Valley,97086,2,3,262,530000,45.44391632,2358,-122.5223236,10454,530000,1998,618900
110 Jersey Ave,Oregon City,97045,2,4,341,460000,45.34777832,2492,-122.6050186,4791,460000,1927,555100
19200 Leland Rd,Oregon City,97045,2,3,341,412000,45.32873535,1380,-122.6021957,20037,412000,1971,497200
19631 S Kalal Ct,Oregon City,97045,1,3,346,399000,45.322258,1005,-122.6062775,20144,399000,1972,482300
19349 Vincent Dr,Oregon City,97045,3,4,339,525000,45.32827377,2156,-122.6202164,7840,525000,1994,633100
9646 SE 172nd Ave,Happy Valley,97086,2,3,364,393000,45.45291519,1312,-122.4859161,27878,393000,1961,478100
10058 SE Wood Fern St,Happy Valley,97086,3,3,299,487750,45.45027924,2566,-122.4893646,3920,487750,2020,578900
17727 Scott Ln,Gladstone,97027,3,4,357,485000,45.39416504,2610,-122.5973969,9147,485000,1974,588600
1185 Columbia Ave,Gladstone,97027,3,3,256,135000,45.38766861,1572,-122.5891495,14810,135000,2003,510700
465 E Arlington St,Gladstone,97027,4,4,216,540000,45.3801651,2866,-122.5870056,4791,540000,2018,616000
19130 Howell St,Gladstone,97027,1,3,199,375000,45.38549805,1336,-122.6023788,5227,375000,1947,416900
18025 Chickaree Dr,Oregon City,97045,3,3,360,455810,45.34685516,2101,-122.585495,8712,455810,1994,553700
16245 Barlow Dr LOT 57,Oregon City,97045,3,4,347,524960,45.37198639,2037,-122.5566864,,524960,2020,634800
2343 Taylor Dr,West Linn,97068,3,4,300,728349,45.35472488,2925,-122.6542282,10018,728349,2015,864900
4928 Summit St,West Linn,97068,5,6,305,980000,45.36426163,5428,-122.6303558,17859,980000,2000,1166100
1831 6th Ave,West Linn,97068,2,3,315,650000,45.34323883,1650,-122.6545181,4791,650000,1910,776600
1450 Wisteria Rd,West Linn,97068,4,4,340,710000,45.36037445,3889,-122.6594009,54885,710000,1997,856400
1849 Joseph Fields St,West Linn,97068,3,4,360,645000,45.34695435,2922,-122.6679993,4356,645000,2011,783600
4709 Walnut St,West Linn,97068,2,3,364,383500,45.35860825,2269,-122.617897,5227,383500,1945,466500
2475 Debok Rd,West Linn,97068,2,3,290,399900,45.35683441,1659,-122.6609344,10018,399900,1974,472800
3415 Crescent Dr,West Linn,97068,3,5,357,789900,45.36040115,3831,-122.6407013,10454,789900,1996,958600
1816 Hall Ct,West Linn,97068,4,4,290,725000,45.35142136,3363,-122.6450424,11761,725000,1996,857200
2639 Gloria Dr,West Linn,97068,4,6,290,664000,45.36627197,3937,-122.6277847,11325,664000,1994,785100
3563 Vista Ridge Dr,West Linn,97068,3,3,290,563000,45.35629654,2760,-122.6448822,11761,563000,1996,665700
4755 Falls View Ave,West Linn,97068,1,3,343,345000,45.35815811,1200,-122.6205597,4791,345000,1961,471900
4110 Imperial Dr,West Linn,97068,3,3,291,593269,45.35219574,2560,-122.6305618,7405,593269,1998,701800
2280 Crestview Dr,West Linn,97068,4,5,294,803000,45.35770416,4065,-122.6521835,7840,803000,2000,951100
3492 Vista Ridge Dr,West Linn,97068,4,5,297,815000,45.35583115,4400,-122.6425247,7840,815000,1994,966600
25659 Cheryl Dr,West Linn,97068,5,6,298,760000,45.34177399,4280,-122.6594238,7840,760000,1996,895800
2015 16th St,West Linn,97068,3,3,341,525000,45.34804535,2210,-122.6589432,20037,525000,1978,633500
1971 Furlong Ct,West Linn,97068,3,4,299,649000,45.37007141,2381,-122.6473999,6098,649000,2012,770300
2037 Riverknoll Ct,West Linn,97068,5,4,300,1075000,45.35300827,5305,-122.6364899,18295,1075000,1987,1276500
2366 Falcon Dr,West Linn,97068,4,4,334,850000,45.35276794,5030,-122.6513596,10018,850000,1991,1023100
2655 Coeur D Alene Dr,West Linn,97068,3,4,300,635000,45.3531189,2600,-122.6424789,6969,635000,1997,754000
1200 Bexhill St,West Linn,97068,2,3,300,524988,45.34616089,1805,-122.6654587,10018,524988,1978,623400
4136 Imperial Dr,West Linn,97068,3,4,300,675000,45.35251999,3070,-122.6298828,7840,675000,1997,801500
1777 6th Ave,West Linn,97068,5,7,304,855000,45.34302521,4452,-122.6552734,4791,855000,2007,1016900
2649 Gloria Dr,West Linn,97068,4,4,304,575000,45.36619186,2335,-122.6280746,13503,575000,1979,683900
2160 19th St,West Linn,97068,2,3,328,468000,45.35025024,1584,-122.663559,10890,468000,1971,562100
1595 Rosemont Rd,West Linn,97068,5,4,305,875000,45.36648941,4607,-122.6302872,10018,875000,1991,1041200
1755 19th St,West Linn,97068,3,4,306,640000,45.34514236,2477,-122.6628036,10018,640000,1992,761800
21504 Shannon Ln,West Linn,97068,4,5,307,1300000,45.37055588,4022,-122.6382217,21344,1300000,1991,1548100
1811 Barnes Cir,West Linn,97068,3,3,325,565000,45.35159302,2276,-122.6478882,11761,565000,1985,677800
2515 Remington Dr,West Linn,97068,5,5,308,799000,45.35382843,4672,-122.6490021,11325,799000,1999,951900
1459 Holly St #D,West Linn,97068,2,3,308,465000,45.36568069,2888,-122.6078415,10018,465000,1923,554000
3427 Ponderosa Loop,West Linn,97068,2,4,315,627900,45.35712814,3100,-122.6438522,5662,627900,1997,750200
2413 19th St,West Linn,97068,2,4,311,512000,45.35236359,1956,-122.6646881,10018,512000,1975,610700
2180 Crestview Dr,West Linn,97068,3,4,311,678000,45.35758591,2867,-122.6538315,7840,678000,1999,808700
1970 Ostman Rd,West Linn,97068,2,3,311,461500,45.34687042,1530,-122.6673279,6969,461500,1990,550500
1728 16th St,West Linn,97068,1,3,311,445000,45.34431839,1248,-122.6597672,10890,445000,1910,530800
2345 Rogue Way,West Linn,97068,3,4,312,595000,45.35488129,2402,-122.6444168,8276,595000,1999,710000
2370 Margery St,West Linn,97068,1,3,313,390000,45.35412216,1012,-122.6620026,10454,390000,1973,465600
2293 Rogue Way,West Linn,97068,4,4,314,810000,45.35329056,3418,-122.6455841,7405,810000,2008,967400
5716 W A St,West Linn,97068,3,3,314,675000,45.36610413,3833,-122.618042,14810,675000,1953,806100
4013 Imperial Dr,West Linn,97068,4,4,319,845000,45.35076523,4516,-122.6331863,13503,845000,1994,1011200
2231 5th Ave,West Linn,97068,2,4,320,530000,45.34452438,2598,-122.6483307,10018,530000,1900,618600
2535 Warwick St,West Linn,97068,2,3,320,465000,45.35862732,1800,-122.6289215,4791,465000,1952,556700
2311 Falcon Dr,West Linn,97068,4,4,321,715000,45.35477829,3361,-122.6514053,8712,715000,2001,856300
2750 Sunset Ave,West Linn,97068,2,3,321,495000,45.35845184,1627,-122.6324158,10018,495000,1959,592900
3447 Barrington Dr,West Linn,97068,4,4,325,1025000,45.3546257,4952,-122.6386566,21780,1025000,2002,1229600
3166 Winkel Way,West Linn,97068,3,4,325,758000,45.36285782,3326,-122.6390533,6534,758000,2011,909300
1324 Farrvista Dr,West Linn,97068,1.5,3,327,400000,45.35624695,1056,-122.6619492,10454,400000,1974,480200
4195 Rosepark Dr,West Linn,97068,3,4,328,733000,45.36752319,3022,-122.6343231,10454,733000,1991,880400
14912 SE Fairoaks Ave,Milwaukie,97267,2,3,217,526000,45.41533279,1648,-122.6503906,6969,526000,1945,600400
2605 Coeur D Alene Dr,West Linn,97068,3,4,329,633000,45.35397339,2698,-122.6424637,7405,633000,1998,738000
3456 Ponderosa Loop,West Linn,97068,4,5,332,775000,45.35716248,4210,-122.6454544,7840,775000,1995,932200
1430 Rosemont Rd,West Linn,97068,3,4,332,1530000,45.36633682,4831,-122.6369553,128502,1530000,1924,1840300
1169 Ryan Ct,West Linn,97068,2,3,332,450000,45.35360336,1472,-122.6646652,10018,450000,1979,541300
15075 SE Thornton Dr,Milwaukie,97267,3,4,194,625000,45.4139595,2690,-122.6530609,40075,625000,1958,704500
1670 Killarney Dr,West Linn,97068,4,4,334,625000,45.35719681,3702,-122.6571732,10018,625000,1989,752300
2162 Satter St,West Linn,97068,4,4,334,700000,45.35955429,3548,-122.6519699,6969,700000,2017,842600
2650 Coeur D Alene Dr,West Linn,97068,3,4,334,589000,45.35280228,2541,-122.6431046,9147,589000,1998,709000
1683 19th St,West Linn,97068,3,4,336,434500,45.34420395,1902,-122.6627884,16117,434500,1961,523400
5686 1st Ct #F,West Linn,97068,1,3,336,211000,45.36652374,1542,-122.6156693,5227,211000,1932,441400
2015 Doral Ct,West Linn,97068,3,4,339,470000,45.34738541,2471,-122.6657028,10454,470000,1979,566700
1785 Ostman Rd,West Linn,97068,6,8,339,860000,45.34532547,3198,-122.6666489,21780,860000,1959,806500
3480 Cascade Ter,West Linn,97068,4,4,339,1190165,45.3591156,5657,-122.6430893,20037,1190165,1994,1435100
4015 Roxbury Dr,West Linn,97068,2.5,4,340,839900,45.36694336,3205,-122.641037,,839900,2019,1013100
22852 Weatherhill Rd,West Linn,97068,4,5,342,803000,45.35942841,3933,-122.6494522,6969,803000,2017,969300
22852 Weatherhill Rd.,West Linn,97068,4,4,342,803000,45.35946274,3923,-122.6497574,6969,803000,2017,969300
3027 Winkel Way,West Linn,97068,3,4,342,647000,45.36235809,2361,-122.6362152,6098,647000,2010,781000
2545 Sunset Ave,West Linn,97068,2,3,342,390000,45.35799789,1040,-122.6293793,4791,390000,1976,470800
4323 Grant St,West Linn,97068,3,3,343,365000,45.35713959,1448,-122.6261673,6969,365000,1998,523700
3832 Wellington Ct,West Linn,97068,4,4,343,1057400,45.35273743,5108,-122.6316452,18730,1057400,1988,1276900
3100 Sabo Ln,West Linn,97068,3,3,347,676500,45.36115646,3013,-122.6399384,6969,676500,2003,818100
2206 Charman St,West Linn,97068,3,4,347,550000,45.35822296,3080,-122.6252518,10018,550000,1910,666500
25775 Kimberly Dr,West Linn,97068,3,4,348,685000,45.34138489,3459,-122.6574173,7405,685000,2001,828700
1523 10th St,West Linn,97068,3,4,348,540000,45.34437561,1666,-122.6502457,10454,540000,1900,653200
1801 Joseph Fields St,West Linn,97068,3,4,353,555000,45.34640121,2363,-122.6679993,4356,555000,2012,672600
23000 Bland Cir,West Linn,97068,4,5,355,1147500,45.35992432,5470,-122.6541138,2,1147500,1981,1391600
23010 Bland Cir,West Linn,97068,2.5,4,355,950000,45.35939789,3267,-122.6543732,68539,950000,1991,1101200
5026 Woodwinds Ct,West Linn,97068,3,3,356,442500,45.36675644,3265,-122.6279984,10890,442500,2003,536800
3067 Roxbury Dr,West Linn,97068,3,4,356,755000,45.36536407,3583,-122.6397171,6969,755000,2004,915900
335 W Arlington St,Gladstone,97027,3,3,150,381525,45.37674713,2436,-122.5973816,10018,381525,1941,418400
5127 Firwood Dr,West Linn,97068,4,4,356,560000,45.3687973,2950,-122.6263809,12196,560000,1985,679600
5450 Summit St,West Linn,97068,3,3,360,629000,45.37138748,2925,-122.631691,12196,629000,1991,738300
7175 Ridgegate Dr,Gladstone,97027,4,5,196,510000,45.39574432,4264,-122.5896378,10890,510000,1978,697400
25695 Kimberly Dr,West Linn,97068,4,4,360,800000,45.34111023,3931,-122.6589737,8276,800000,1993,971900
